host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,days_as_host,host_response_time_hours,bathroom_type,amenities_count,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathroom_type_,bathroom_type_bath,bathroom_type_baths,bathroom_type_half-bath,bathroom_type_private bath,bathroom_type_shared bath,bathroom_type_shared baths
100,93,0,3.0,3.0,1,1,13.76872,100.63338,Private room,3,1.0,1,1,1912.0,1,365,1,30,54,84,359,1,1,0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,0,3,0,3,0,0.08,5117,1,bath,9,0,0,1,0,0,1,0,0,0,0,0
100,97,1,3.0,8.0,1,0,13.73292,100.46413,Private room,4,1.5,1,1,2391.0,1,180,1,3,23,44,299,88,7,0,4.81,4.85,4.83,4.86,4.8,4.56,4.66,1,3,1,2,0,0.62,4464,1,baths,8,0,0,1,0,0,0,1,0,0,0,0
40,18,0,4.0,4.0,1,1,13.77931,100.54262,Entire home/apt,2,1.0,1,1,1400.0,30,365,1,7,18,48,323,90,0,0,4.7,4.84,4.59,4.76,4.81,4.73,4.63,0,4,4,0,0,0.63,4462,72,bath,24,1,0,0,0,0,1,0,0,0,0,0
100,100,0,1.0,1.0,1,1,13.73121,100.57847,Entire home/apt,2,1.0,1,1,1776.0,4,1125,1,2,2,2,267,7,1,0,4.86,4.86,4.57,4.71,4.86,4.71,4.57,0,1,1,0,0,0.05,4461,3,bath,24,1,0,0,0,0,1,0,0,0,0,0
100,90,1,6.0,7.0,1,1,13.69945,100.52725,Entire home/apt,2,1.0,2,1,1033.0,2,31,1,20,50,80,171,15,6,1,4.73,4.8,4.73,4.67,5.0,4.27,4.6,0,6,6,0,0,0.12,4431,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,93,1,2.0,4.0,1,1,13.68839,100.51065,Entire home/apt,4,2.0,2,2,2356.0,28,30,1,25,25,50,325,21,16,2,4.9,4.95,4.86,5.0,5.0,4.62,4.9,0,2,2,0,0,0.18,4861,1,baths,47,1,0,0,0,0,0,1,0,0,0,0
100,96,1,39.0,43.0,1,1,13.84279,100.56287,Entire home/apt,6,1.0,2,3,2758.0,2,1125,1,9,35,65,340,280,31,3,4.8,4.84,4.73,4.91,4.95,4.33,4.75,0,12,8,4,0,2.09,4302,1,bath,55,1,0,0,0,0,1,0,0,0,0,0
100,97,1,3.0,8.0,1,0,13.73122,100.46228,Entire home/apt,4,1.0,1,1,2076.0,1,365,1,12,20,29,282,128,19,4,4.89,4.95,4.9,4.92,4.92,4.73,4.68,1,3,1,2,0,0.9,4464,1,bath,17,1,0,0,0,0,1,0,0,0,0,0
100,100,0,7.0,7.0,1,1,13.71192,100.51535,Entire home/apt,2,1.0,1,2,956.0,2,356,1,0,7,33,305,544,34,2,4.82,4.87,4.88,4.88,4.9,4.66,4.78,1,7,7,0,0,3.85,4657,1,bath,26,1,0,0,0,0,1,0,0,0,0,0
100,100,0,7.0,7.0,1,1,13.71798,100.52841,Private room,2,1.0,1,1,1472.0,1,365,1,0,0,0,0,4,0,0,4.75,4.5,5.0,5.0,5.0,4.75,4.75,1,4,0,4,0,0.03,4787,24,shared bath,11,0,0,1,0,0,0,0,0,0,1,0
100,100,0,6.0,6.0,1,1,13.79274,100.33377,Private room,2,1.0,1,1,2000.0,2,1095,1,29,59,89,364,4,2,0,5.0,5.0,5.0,4.75,5.0,4.75,5.0,1,6,0,6,0,0.15,4577,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
100,100,0,6.0,6.0,1,1,13.79315,100.33356,Private room,2,1.0,1,1,2140.0,2,1095,1,30,60,90,365,1,0,0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,0,6,0,6,0,0.06,4577,1,private bath,34,0,0,1,0,0,0,0,0,1,0,0
100,100,1,2.0,4.0,1,1,13.74814,100.52016,Entire home/apt,6,1.0,1,4,3600.0,3,180,1,8,29,59,334,338,43,5,4.91,4.95,4.95,4.93,4.86,4.76,4.86,0,2,1,1,0,2.46,4435,1,bath,62,1,0,0,0,0,1,0,0,0,0,0
100,91,1,2.0,6.0,1,1,13.73767,100.58381,Entire home/apt,3,1.0,1,1,3314.0,3,365,1,11,24,54,329,45,4,0,4.55,4.69,4.6,4.57,4.38,4.82,4.5,0,2,2,0,0,0.33,4843,1,bath,33,1,0,0,0,0,1,0,0,0,0,0
100,100,0,10.0,10.0,1,1,13.72052,100.54682,Entire home/apt,2,1.0,1,1,1760.0,1,1125,1,12,12,30,305,344,18,1,4.81,4.88,4.81,4.88,4.89,4.71,4.79,1,9,9,0,0,2.53,4298,1,bath,47,1,0,0,0,0,1,0,0,0,0,0
93,51,0,79.0,115.0,1,1,13.73616,100.57224,Entire home/apt,8,3.0,3,4,9999.0,100,100,1,30,60,90,365,46,0,0,4.7,4.7,4.85,4.83,4.72,4.22,4.67,0,63,15,48,0,0.35,4288,1,baths,20,1,0,0,0,0,0,1,0,0,0,0
100,89,0,9.0,9.0,1,1,13.76052,100.50066,Private room,2,3.0,1,1,1500.0,1,1125,1,26,56,86,361,246,6,0,4.69,4.74,4.83,4.79,4.82,4.52,4.64,1,8,0,7,0,1.81,4280,1,shared baths,29,0,0,1,0,0,0,0,0,0,0,1
100,90,1,6.0,7.0,1,1,13.69947,100.52726,Entire home/apt,2,1.0,1,1,970.0,2,31,1,8,38,68,159,44,10,0,4.71,4.73,4.64,4.93,4.77,4.26,4.67,0,6,6,0,0,0.33,4431,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
100,100,1,1.0,3.0,1,1,13.67991,100.61055,Entire home/apt,2,1.0,1,1,999.0,7,730,1,1,4,8,263,187,14,2,4.64,4.7,4.7,4.67,4.76,4.49,4.62,0,1,1,0,0,1.39,4429,1,bath,32,1,0,0,0,0,1,0,0,0,0,0
100,100,0,5.0,7.0,1,1,13.71498,100.53312,Entire home/apt,2,1.0,1,1,1300.0,1,300,1,20,50,80,355,52,8,0,4.63,4.78,4.83,4.82,4.79,4.44,4.61,1,5,4,1,0,0.46,4573,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
100,92,0,1.0,1.0,1,1,13.7104,100.60171,Entire home/apt,4,2.0,2,2,3005.0,30,365,1,30,60,90,365,17,0,0,4.76,4.82,4.76,4.94,5.0,4.76,4.76,0,1,1,0,0,0.12,4419,3,baths,56,1,0,0,0,0,0,1,0,0,0,0
100,100,0,7.0,7.0,1,1,13.71278,100.5156,Entire home/apt,2,1.0,1,2,893.0,2,366,1,0,12,39,311,476,30,3,4.78,4.83,4.85,4.82,4.89,4.62,4.77,1,7,7,0,0,3.55,4657,1,bath,36,1,0,0,0,0,1,0,0,0,0,0
100,95,1,4.0,4.0,1,1,13.72873,100.58039,Entire home/apt,2,1.0,1,1,2199.0,10,180,1,0,23,53,77,20,1,0,4.95,4.9,4.9,5.0,5.0,4.85,4.8,0,3,1,2,0,0.15,4198,1,bath,32,1,0,0,0,0,1,0,0,0,0,0
100,99,1,17.0,17.0,1,1,13.720317,100.54586,Private room,2,1.0,1,1,1290.0,2,90,1,7,23,53,53,14,0,0,4.93,4.93,4.93,4.79,5.0,4.79,4.86,1,17,11,6,0,0.47,4333,1,private bath,18,0,0,1,0,0,0,0,0,1,0,0
97,97,0,50.0,110.0,1,1,13.73232,100.52336,Private room,2,1.0,1,1,2900.0,30,365,1,21,51,81,356,12,1,1,4.83,5.0,5.0,4.83,4.75,4.5,4.92,0,50,0,50,0,0.09,4278,3,bath,14,0,0,1,0,0,1,0,0,0,0,0
100,98,0,45.0,55.0,1,1,13.71637,100.51592,Entire home/apt,2,1.0,1,1,800.0,365,1125,1,30,60,90,181,230,2,0,4.46,4.7,4.63,4.79,4.72,4.37,4.47,1,41,41,0,0,1.68,4789,1,bath,17,1,0,0,0,0,1,0,0,0,0,0
90,53,0,6.0,8.0,1,1,13.73944,100.55863,Private room,2,1.0,1,1,1325.0,30,90,1,30,60,90,365,7,0,0,4.83,4.57,4.43,4.71,4.57,4.71,4.29,0,6,1,5,0,0.05,4299,3,bath,13,0,0,1,0,0,1,0,0,0,0,0
90,53,0,6.0,8.0,1,1,13.73972,100.55779,Private room,2,1.0,1,1,1325.0,30,365,1,22,52,82,357,20,0,0,4.45,4.39,4.17,4.68,4.5,4.74,4.47,0,6,1,5,0,0.15,4299,3,shared bath,12,0,0,1,0,0,0,0,0,0,1,0
97,97,0,50.0,110.0,1,1,13.73288,100.52328,Private room,2,1.0,1,1,2000.0,30,365,1,4,34,64,339,16,0,0,4.07,4.19,4.56,4.44,4.5,3.81,4.31,0,50,0,50,0,0.12,4278,3,shared bath,12,0,0,1,0,0,0,0,0,0,1,0
96,92,0,2.0,7.0,1,1,13.719,100.73172,Entire home/apt,2,1.0,0,1,1298.0,1,1125,1,30,60,90,365,63,0,0,4.18,4.38,4.33,4.7,4.66,4.13,4.31,1,2,2,0,0,0.47,4291,1,bath,6,1,0,0,0,0,1,0,0,0,0,0
100,100,0,64.0,73.0,1,1,13.720548,100.54697,Entire home/apt,1,1.0,1,1,1140.0,1,1125,1,24,54,84,359,236,17,1,4.72,4.84,4.73,4.86,4.87,4.77,4.82,1,50,49,1,0,1.73,4818,1,bath,38,1,0,0,0,0,1,0,0,0,0,0
100,100,0,3.0,5.0,1,1,13.77537,100.52383,Entire home/apt,12,3.0,3,7,3357.0,1,1125,1,9,30,59,334,355,40,1,4.76,4.84,4.79,4.88,4.85,4.52,4.79,0,1,1,0,0,3.07,4242,1,baths,31,1,0,0,0,0,0,1,0,0,0,0
0,100,0,4.0,5.0,1,1,13.72225,100.51642,Private room,2,1.0,1,1,2061.0,30,1125,1,30,60,90,365,10,0,0,5.0,5.0,4.9,4.8,4.7,5.0,4.9,0,4,0,4,0,0.07,4181,72,bath,8,0,0,1,0,0,1,0,0,0,0,0
0,100,0,4.0,5.0,1,1,13.72221,100.51568,Private room,2,1.0,1,1,2061.0,30,1125,1,30,60,90,365,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0,4,0,4,0,0.02,4181,72,bath,7,0,0,1,0,0,1,0,0,0,0,0
100,100,0,8.0,14.0,1,1,13.69821,100.60626,Entire home/apt,2,1.0,0,1,937.0,120,1125,1,0,0,0,269,82,1,0,4.49,4.64,4.56,4.76,4.77,4.63,4.54,1,5,5,0,0,0.61,4842,1,bath,23,1,0,0,0,0,1,0,0,0,0,0
0,100,0,4.0,5.0,1,1,13.72007,100.51711,Private room,3,1.0,1,1,1300.0,30,1125,1,9,39,69,344,3,0,0,4.33,5.0,5.0,5.0,4.5,5.0,5.0,1,4,0,4,0,0.02,4181,72,bath,10,0,0,1,0,0,1,0,0,0,0,0
75,60,0,11.0,11.0,1,1,13.74266,100.47679,Entire home/apt,2,1.0,1,1,1650.0,1,1125,1,21,51,81,356,9,0,0,4.78,4.89,5.0,5.0,4.89,4.33,4.67,0,11,11,0,0,0.07,4271,24,bath,33,1,0,0,0,0,1,0,0,0,0,0
75,60,0,11.0,11.0,1,1,13.74286,100.47575,Entire home/apt,2,1.0,1,2,1950.0,1,1125,1,27,57,87,362,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,11,11,0,0,0.04,4271,24,bath,30,1,0,0,0,0,1,0,0,0,0,0
75,60,0,11.0,11.0,1,1,13.74162,100.47567,Entire home/apt,2,1.0,1,1,1950.0,1,1125,1,23,53,83,358,3,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0,11,11,0,0,0.1,4271,24,bath,49,1,0,0,0,0,1,0,0,0,0,0
75,60,0,11.0,11.0,1,1,13.74308,100.47737,Entire home/apt,4,1.0,2,2,3000.0,1,1125,1,27,57,87,362,1,0,0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,0,11,11,0,0,0.01,4271,24,bath,28,1,0,0,0,0,1,0,0,0,0,0
100,100,0,64.0,73.0,1,1,13.720785,100.547241,Entire home/apt,2,1.0,0,1,945.0,1,1125,1,8,16,46,321,211,22,2,4.67,4.77,4.72,4.85,4.84,4.59,4.73,1,50,49,1,0,1.55,4818,1,bath,35,1,0,0,0,0,1,0,0,0,0,0
100,98,0,45.0,55.0,1,1,13.69757,100.5288,Entire home/apt,3,1.0,1,1,1000.0,250,365,1,30,60,90,365,18,0,0,4.76,4.76,4.76,4.82,4.94,4.06,4.65,1,41,41,0,0,0.13,4789,1,bath,17,1,0,0,0,0,1,0,0,0,0,0
100,92,0,2.0,3.0,1,1,13.73332,100.57099,Entire home/apt,4,2.0,2,2,2308.0,3,365,1,22,52,82,172,64,5,2,4.27,4.59,4.11,4.49,4.73,4.16,4.34,0,2,2,0,0,0.48,4196,1,baths,16,1,0,0,0,0,0,1,0,0,0,0
0,0,0,1.0,1.0,1,1,13.78064,100.54393,Entire home/apt,2,1.0,1,1,1366.0,3,365,1,17,47,77,352,6,0,0,4.33,4.33,4.0,4.5,4.5,4.83,4.17,0,1,1,0,0,0.05,4168,72,bath,14,1,0,0,0,0,1,0,0,0,0,0
100,100,1,1.0,1.0,1,1,13.72543,100.53838,Entire home/apt,4,2.0,2,2,5464.0,6,1125,1,8,9,10,219,139,19,0,4.99,4.97,4.96,4.97,4.99,4.95,4.91,0,1,1,0,0,1.09,4164,1,baths,33,1,0,0,0,0,0,1,0,0,0,0
100,98,1,2.0,2.0,1,1,13.72425,100.53087,Entire home/apt,2,1.0,1,1,2393.0,5,1125,1,4,11,34,204,138,17,0,4.88,4.9,4.86,4.88,4.91,4.89,4.8,0,2,2,0,0,1.06,5004,1,bath,42,1,0,0,0,0,1,0,0,0,0,0
100,94,1,3.0,4.0,1,1,13.71663,100.52864,Entire home/apt,1,1.0,0,1,1046.0,5,1125,1,12,34,64,339,120,10,2,4.74,4.82,4.63,4.73,4.85,4.65,4.72,0,1,1,0,0,0.9,4156,1,bath,22,1,0,0,0,0,1,0,0,0,0,0
95,98,0,12.0,25.0,1,1,13.7223,100.50293,Entire home/apt,5,2.0,3,3,5415.0,2,1125,1,7,17,29,240,43,40,2,4.77,4.79,4.67,4.77,4.86,4.79,4.7,0,9,2,0,0,0.33,4878,1,baths,12,1,0,0,0,0,0,1,0,0,0,0
100,100,0,6.0,6.0,1,1,13.82824,100.56594,Entire home/apt,4,1.0,2,2,1039.0,28,180,1,0,0,0,269,20,0,0,4.95,4.75,4.85,4.8,4.95,4.4,4.85,0,6,6,0,0,0.2,4150,1,bath,24,1,0,0,0,0,1,0,0,0,0,0
100,78,1,3.0,3.0,1,1,13.77486,100.54272,Entire home/apt,4,2.0,2,2,1850.0,30,1125,1,6,7,12,46,150,13,1,4.77,4.85,4.66,4.94,4.93,4.7,4.76,0,3,2,1,0,1.11,4247,1,baths,21,1,0,0,0,0,0,1,0,0,0,0
100,67,1,1.0,1.0,1,1,13.74668,100.56137,Entire home/apt,5,2.0,2,4,4360.0,25,120,1,16,46,76,351,292,2,0,4.86,4.9,4.88,4.9,4.87,4.73,4.75,0,1,1,0,0,2.16,4241,24,baths,81,1,0,0,0,0,0,1,0,0,0,0
100,92,0,1.0,1.0,1,1,13.72097,100.57823,Entire home/apt,2,1.0,1,1,2049.0,60,180,1,30,60,90,90,83,0,0,4.99,4.98,4.95,4.99,4.99,4.93,4.91,0,1,1,0,0,0.62,4237,24,bath,16,1,0,0,0,0,1,0,0,0,0,0
100,89,0,9.0,9.0,1,1,13.76222,100.50212,Hotel room,2,3.0,1,1,1400.0,1,1125,1,28,58,88,363,160,7,0,4.66,4.71,4.86,4.83,4.8,4.58,4.66,1,8,0,7,0,1.18,4280,1,shared baths,29,0,1,0,0,0,0,0,0,0,0,1
100,98,0,7.0,22.0,1,1,13.723651161115674,100.6182707383192,Entire home/apt,2,1.0,0,1,1099.0,28,365,1,23,53,83,358,10,3,0,4.2,4.1,4.1,4.7,5.0,4.0,4.2,0,7,5,2,0,0.1,4453,1,bath,17,1,0,0,0,0,1,0,0,0,0,0
100,85,1,1.0,1.0,1,1,13.78588,100.56957,Entire home/apt,4,1.0,2,3,1654.0,2,28,1,23,53,76,351,197,15,1,4.7,4.74,4.63,4.77,4.84,4.46,4.68,0,1,1,0,0,1.48,4140,1,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,99,0,10.0,13.0,1,1,13.74978,100.53301,Entire home/apt,5,1.0,0,3,1129.0,3,3000,1,16,36,66,157,130,5,1,4.79,4.84,4.59,4.82,4.86,4.8,4.82,0,10,10,0,0,1.1,4142,1,bath,19,1,0,0,0,0,1,0,0,0,0,0
100,100,0,64.0,73.0,1,1,13.720548,100.54697,Entire home/apt,1,1.0,1,1,1206.0,1,365,1,21,46,76,351,240,18,2,4.69,4.79,4.65,4.92,4.92,4.74,4.76,1,50,49,1,0,1.82,4818,1,bath,44,1,0,0,0,0,1,0,0,0,0,0
100,100,0,64.0,73.0,1,1,13.720785,100.547241,Entire home/apt,2,1.0,0,1,880.0,1,1125,1,1,21,51,326,190,20,2,4.68,4.82,4.74,4.87,4.86,4.65,4.8,1,50,49,1,0,1.44,4818,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,1,1.0,4.0,1,1,13.79216,100.57502,Entire home/apt,2,1.0,1,1,620.0,28,1125,1,7,11,23,298,29,3,0,4.83,4.93,4.62,4.93,4.86,4.86,4.69,0,1,1,0,0,0.28,4177,3,bath,19,1,0,0,0,0,1,0,0,0,0,0
93,51,0,79.0,115.0,1,1,13.69784,100.60635,Entire home/apt,2,1.0,1,1,799.0,30,1125,1,0,0,0,0,110,0,0,4.61,4.75,4.44,4.77,4.75,4.54,4.64,0,63,15,48,0,0.84,4288,1,bath,16,1,0,0,0,0,1,0,0,0,0,0
90,87,0,1.0,2.0,1,1,13.67939,100.61008,Entire home/apt,2,1.0,1,1,1000.0,4,1125,1,5,11,36,37,98,13,1,4.71,4.78,4.49,4.8,4.73,4.65,4.58,0,1,1,0,0,0.73,4468,24,bath,28,1,0,0,0,0,1,0,0,0,0,0
100,100,0,64.0,73.0,1,1,13.720548,100.54697,Entire home/apt,2,1.0,1,1,1400.0,1,1125,1,22,52,82,357,455,21,2,4.6,4.66,4.63,4.81,4.87,4.62,4.67,1,50,49,1,0,3.36,4818,1,bath,45,1,0,0,0,0,1,0,0,0,0,0
100,100,0,10.0,10.0,1,1,13.72052,100.546939,Entire home/apt,4,1.0,1,3,1820.0,1,1125,1,23,53,83,358,304,17,0,4.71,4.8,4.62,4.9,4.87,4.74,4.77,1,9,9,0,0,2.38,4298,1,bath,32,1,0,0,0,0,1,0,0,0,0,0
95,84,1,8.0,15.0,1,1,13.72096,100.52911,Entire home/apt,4,2.0,2,2,5066.0,2,90,1,6,10,10,11,159,22,2,4.91,4.95,4.87,4.92,4.9,4.82,4.87,0,8,8,0,0,1.18,4409,1,baths,48,1,0,0,0,0,0,1,0,0,0,0
100,100,1,3.0,3.0,1,1,13.73606,100.55934,Entire home/apt,2,1.5,1,1,2400.0,3,1125,1,3,13,41,316,161,22,2,4.87,4.89,4.77,4.87,4.9,4.96,4.82,0,1,1,0,0,1.24,5123,1,baths,40,1,0,0,0,0,0,1,0,0,0,0
72,85,0,13.0,30.0,1,1,13.73908,100.55487,Entire home/apt,2,1.0,1,1,1690.0,3,365,1,23,53,83,358,24,1,0,4.13,4.38,4.21,4.63,4.33,4.5,4.0,0,13,1,12,0,0.18,4133,24,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,100,0,8.0,14.0,1,1,13.70396,100.60281,Entire home/apt,2,1.0,0,1,1264.0,180,1125,1,0,0,30,127,27,0,0,4.74,4.76,4.73,4.76,4.81,4.64,4.64,1,5,5,0,0,0.21,4842,1,bath,11,1,0,0,0,0,1,0,0,0,0,0
96,50,0,5.0,5.0,1,1,13.75156,100.52988,Entire home/apt,4,1.0,1,1,1317.0,5,1125,1,1,24,54,329,75,0,0,4.23,4.22,4.12,4.32,4.59,4.67,4.18,1,5,5,0,0,0.57,4324,1,bath,14,1,0,0,0,0,1,0,0,0,0,0
97,97,0,50.0,110.0,1,1,13.7332,100.52094,Private room,4,2.0,2,3,4000.0,30,365,1,9,39,69,344,1,0,0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,0,50,0,50,0,0.04,4278,3,baths,14,0,0,1,0,0,0,1,0,0,0,0
96,92,0,2.0,7.0,1,1,13.7196,100.73106,Entire home/apt,2,1.0,1,1,1537.0,1,1125,1,30,60,90,365,43,0,0,4.14,4.2,3.98,4.56,4.4,4.12,4.2,1,2,2,0,0,0.32,4291,1,bath,4,1,0,0,0,0,1,0,0,0,0,0
100,100,1,9.0,10.0,1,1,13.70004,100.6787,Entire home/apt,3,3.0,3,3,3005.0,7,365,1,13,43,73,170,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,9,9,0,0,0.03,4236,1,baths,36,1,0,0,0,0,0,1,0,0,0,0
90,53,0,6.0,8.0,1,1,13.74741,100.56178,Entire home/apt,3,1.0,0,2,1325.0,1,30,1,21,49,78,353,128,8,0,4.23,4.38,4.15,4.48,4.48,4.75,4.3,0,6,1,5,0,0.95,4299,3,bath,11,1,0,0,0,0,1,0,0,0,0,0
100,100,0,64.0,73.0,1,1,13.720785,100.547241,Entire home/apt,2,1.0,0,1,880.0,1,1125,1,3,7,37,312,168,10,3,4.53,4.74,4.62,4.76,4.75,4.57,4.63,1,50,49,1,0,1.28,4818,1,bath,35,1,0,0,0,0,1,0,0,0,0,0
100,100,0,1.0,1.0,1,1,13.69011,100.60844,Entire home/apt,2,1.0,1,1,2214.0,7,1125,1,9,15,45,320,19,4,1,4.84,5.0,4.79,4.89,5.0,4.84,4.74,0,1,1,0,0,0.15,4116,1,bath,53,1,0,0,0,0,1,0,0,0,0,0
100,100,0,3.0,6.0,1,1,13.66796,100.64979,Entire home/apt,2,1.0,1,4,1000.0,5,30,1,21,51,81,319,2,0,0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,0,3,3,0,0,0.02,4262,1,bath,36,1,0,0,0,0,1,0,0,0,0,0
100,88,1,1.0,1.0,1,1,13.81694,100.56451,Entire home/apt,3,1.5,1,2,1571.0,6,1125,1,13,34,64,184,348,20,1,4.86,4.91,4.87,4.93,4.9,4.67,4.82,0,1,1,0,0,2.63,4214,1,baths,45,1,0,0,0,0,0,1,0,0,0,0
100,100,1,1.0,1.0,1,1,13.7085,100.60039,Entire home/apt,3,1.0,2,2,2157.0,28,1125,1,1,28,58,333,69,5,0,4.74,4.83,4.54,4.88,4.84,4.9,4.69,1,1,1,0,0,0.52,4205,1,bath,36,1,0,0,0,0,1,0,0,0,0,0
100,88,0,8.0,8.0,1,1,13.7863,100.57026,Private room,2,1.0,1,1,1619.0,1,365,1,26,56,86,266,54,0,0,4.7,4.76,4.67,4.8,4.85,4.35,4.61,1,8,0,5,1,0.43,4115,1,private bath,21,0,0,1,0,0,0,0,0,1,0,0
100,100,1,1.0,1.0,1,1,13.75806,100.56938,Entire home/apt,7,2.5,3,6,4459.0,3,30,1,2,11,41,131,244,22,3,4.89,4.93,4.9,4.92,4.9,4.81,4.88,0,1,1,0,0,1.86,4110,1,baths,48,1,0,0,0,0,0,1,0,0,0,0
97,97,0,50.0,110.0,1,1,13.73167,100.52116,Private room,2,1.0,1,1,2943.0,30,365,1,23,53,83,358,4,0,0,4.67,4.75,5.0,4.67,4.75,3.75,4.67,0,50,0,50,0,0.03,4278,3,bath,16,0,0,1,0,0,1,0,0,0,0,0
100,88,0,8.0,8.0,1,1,13.78542,100.56921,Shared room,1,0.0,1,1,400.0,1,1125,1,28,58,88,268,5,0,0,4.8,5.0,4.6,4.8,4.6,4.6,4.6,1,8,0,5,1,0.04,4115,1,shared baths,18,0,0,0,1,0,0,0,0,0,0,1
67,50,1,1.0,1.0,1,1,13.79128,100.54935,Entire home/apt,4,1.0,1,1,1700.0,7,1125,1,6,19,24,109,41,3,0,4.73,4.85,4.34,4.73,4.8,4.78,4.78,0,1,1,0,0,0.31,4287,24,bath,19,1,0,0,0,0,1,0,0,0,0,0
100,100,0,36.0,37.0,1,1,13.71959,100.5486,Entire home/apt,4,2.0,2,2,3000.0,1,1125,1,4,8,30,302,183,0,0,4.59,4.71,4.73,4.76,4.73,4.39,4.56,1,34,29,0,0,1.52,4035,1,baths,38,1,0,0,0,0,0,1,0,0,0,0
86,95,0,9.0,10.0,1,1,13.74468,100.543,Private room,2,1.0,1,1,1543.0,1,1125,1,24,54,84,359,24,8,0,4.29,4.46,4.58,4.71,4.5,4.71,4.21,0,9,0,9,0,0.19,3901,3,bath,6,0,0,1,0,0,1,0,0,0,0,0
97,97,0,50.0,110.0,1,1,13.73229,100.52286,Private room,2,1.0,1,2,2100.0,30,365,1,19,49,79,354,6,1,0,4.33,5.0,5.0,4.83,5.0,4.5,4.83,0,50,0,50,0,0.05,4278,3,bath,18,0,0,1,0,0,1,0,0,0,0,0
96,92,0,2.0,2.0,1,1,13.72699,100.56988,Entire home/apt,3,2.0,2,3,2015.0,370,1125,1,30,60,90,365,22,0,0,4.68,4.91,4.91,4.81,4.86,4.52,4.62,0,2,2,0,0,0.18,4101,1,baths,17,1,0,0,0,0,0,1,0,0,0,0
50,0,0,2.0,2.0,1,1,13.73954,100.53954,Entire home/apt,2,1.0,0,1,1332.0,1,1125,1,0,0,0,269,52,0,0,4.57,4.73,4.58,4.75,4.92,4.86,4.57,0,1,1,0,0,0.42,4184,24,bath,11,1,0,0,0,0,1,0,0,0,0,0
72,85,0,13.0,30.0,1,1,13.73987,100.55619,Private room,2,1.0,1,1,1490.0,3,365,1,19,49,79,354,48,5,0,4.33,4.4,4.49,4.46,4.17,4.67,4.3,0,13,1,12,0,0.38,4133,24,private bath,18,0,0,1,0,0,0,0,0,1,0,0
0,92,0,2.0,2.0,1,1,13.71165,100.54957,Entire home/apt,2,1.0,1,2,1500.0,60,365,1,2,2,2,211,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,4096,72,bath,13,1,0,0,0,0,1,0,0,0,0,0
100,25,0,1.0,1.0,1,1,13.70488,100.60475,Entire home/apt,2,1.5,1,1,989.0,7,365,1,23,53,83,358,10,0,0,4.5,4.4,4.4,4.6,4.8,4.7,4.3,0,1,1,0,0,0.08,4092,24,baths,27,1,0,0,0,0,0,1,0,0,0,0
100,100,1,3.0,3.0,1,1,13.72635,100.57211,Entire home/apt,3,1.0,1,2,2088.0,3,1125,1,2,3,32,299,264,25,1,4.89,4.96,4.83,4.95,4.98,4.82,4.86,0,3,3,0,0,2.03,4092,3,bath,20,1,0,0,0,0,1,0,0,0,0,0
97,97,0,50.0,110.0,1,1,13.73386,100.52322,Private room,2,1.0,1,2,2100.0,30,365,1,17,47,77,352,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,50,0,50,0,0.37,4278,3,shared bath,19,0,0,1,0,0,0,0,0,0,1,0
100,100,0,1.0,2.0,1,1,13.8701,100.60235,Entire home/apt,2,1.0,1,1,1244.0,5,1125,1,22,52,82,357,41,1,0,4.63,4.75,4.63,4.85,4.88,4.58,4.58,0,1,1,0,0,0.32,4234,1,bath,23,1,0,0,0,0,1,0,0,0,0,0
