host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,days_as_host,host_response_time_hours,bathroom_type,amenities_count,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathroom_type_,bathroom_type_bath,bathroom_type_baths,bathroom_type_half-bath,bathroom_type_private bath,bathroom_type_shared bath,bathroom_type_shared baths
100,100,1,9.0,9.0,1,1,13.733694690465915,100.57125102725244,Entire home/apt,4,1.0,1,2,1400.0,2,60,1,12,32,62,152,26,20,1,4.85,4.85,4.88,4.92,4.85,4.92,4.77,1,9,9,0,0,1.41,3855,1,bath,37,1,0,0,0,0,1,0,0,0,0,0
100,100,1,5.0,5.0,1,1,13.722262730734714,100.52539706864776,Private room,5,1.0,2,3,2248.0,4,1125,1,9,21,49,140,81,48,3,4.96,4.93,4.86,4.99,5.0,4.95,4.94,0,5,0,5,0,3.89,2878,1,private bath,31,0,0,1,0,0,0,0,0,1,0,0
100,100,1,3.0,3.0,1,1,13.74239,100.51213,Entire home/apt,2,1.0,1,1,1177.0,1,1125,1,4,10,25,92,36,26,0,4.75,4.53,4.67,4.58,4.89,4.83,4.67,1,3,3,0,0,1.73,3639,1,bath,27,1,0,0,0,0,1,0,0,0,0,0
100,78,1,3.0,3.0,1,1,13.763355941705722,100.54164967984376,Entire home/apt,4,3.0,2,3,1500.0,1,365,1,0,0,0,116,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,2,1,0,0.14,4247,1,baths,30,1,0,0,0,0,0,1,0,0,0,0
81,67,0,50.0,66.0,1,1,13.76999,100.5822,Private room,2,1.0,1,1,3000.0,1,365,1,28,58,88,363,1,0,0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0,43,7,36,0,0.08,2303,3,private bath,33,0,0,1,0,0,0,0,0,1,0,0
100,100,1,3.0,3.0,1,1,13.727053437511591,100.5355255678296,Entire home/apt,2,1.0,1,1,1500.0,1,365,1,2,24,54,329,4,1,0,4.25,4.5,5.0,4.75,5.0,5.0,4.25,0,3,2,1,0,0.2,3287,1,bath,32,1,0,0,0,0,1,0,0,0,0,0
100,97,0,22.0,22.0,1,1,13.7551495,100.5684453,Entire home/apt,6,2.0,2,3,4000.0,30,365,1,23,53,83,173,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,19,19,0,0,0.12,2349,1,baths,41,1,0,0,0,0,0,1,0,0,0,0
100,100,1,4.0,6.0,1,1,13.698908370597731,100.61065793037416,Entire home/apt,2,1.0,1,1,950.0,28,1125,1,0,0,8,99,11,1,0,5.0,4.82,5.0,4.91,5.0,4.73,4.91,0,4,4,0,0,0.52,861,1,bath,53,1,0,0,0,0,1,0,0,0,0,0
100,100,1,6.0,17.0,1,1,13.923577836204396,100.5845909560722,Private room,6,2.0,3,3,2319.0,1,365,1,7,22,51,272,21,11,0,5.0,4.9,4.9,4.95,5.0,4.9,4.95,1,6,0,6,0,1.2,2410,1,shared baths,15,0,0,1,0,0,0,0,0,0,0,1
9,27,0,6.0,6.0,1,1,13.733009807363858,100.56808397198476,Private room,2,1.0,1,2,450.0,1,365,1,29,59,89,364,18,0,0,4.56,4.78,4.83,4.61,4.67,4.83,4.89,0,6,0,6,0,0.85,1181,72,private bath,17,0,0,1,0,0,0,0,0,1,0,0
9,27,0,6.0,6.0,1,1,13.733009807363858,100.56808397198476,Private room,2,1.0,1,2,450.0,1,365,1,29,59,89,364,14,1,0,4.57,4.5,4.57,4.57,4.5,4.5,4.57,0,6,0,6,0,0.67,1181,72,private bath,8,0,0,1,0,0,0,0,0,1,0,0
100,100,1,9.0,48.0,1,1,13.7057176,100.6048885,Entire home/apt,2,1.0,1,1,1371.0,28,365,1,11,15,39,304,51,28,1,4.96,4.98,4.78,4.96,4.98,4.86,4.86,1,7,7,0,0,2.38,3308,1,bath,20,1,0,0,0,0,1,0,0,0,0,0
90,86,0,24.0,42.0,1,1,13.6801952,100.6126695,Entire home/apt,3,1.0,2,2,760.0,29,365,1,0,0,0,56,3,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,20,20,0,0,0.19,3519,3,bath,16,1,0,0,0,0,1,0,0,0,0,0
100,100,0,78.0,102.0,1,1,13.73967,100.56566,Entire home/apt,3,1.0,1,2,3259.0,2,365,1,16,39,69,70,23,15,1,4.96,5.0,4.96,4.65,4.87,4.87,4.87,1,77,77,0,0,1.13,2005,1,bath,26,1,0,0,0,0,1,0,0,0,0,0
100,100,1,3.0,3.0,1,1,13.75491,100.57666,Private room,2,1.0,1,1,2100.0,30,365,1,1,15,45,320,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0,3,0,0.26,2766,1,private bath,34,0,0,1,0,0,0,0,0,1,0,0
95,93,1,12.0,13.0,1,1,13.7110806,100.5939199,Entire home/apt,3,1.0,1,2,1442.0,2,365,1,6,22,52,271,36,21,2,4.89,4.78,4.86,4.97,4.97,4.81,4.83,1,12,11,1,0,1.7,866,1,bath,43,1,0,0,0,0,1,0,0,0,0,0
100,89,0,38.0,72.0,1,1,13.7934722,100.5877227,Private room,2,1.5,1,1,1005.0,2,60,1,13,43,73,73,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,20,1,19,0,0.1,2019,1,shared baths,26,0,0,1,0,0,0,0,0,0,0,1
100,100,0,68.0,69.0,1,1,13.70069,100.60299,Entire home/apt,3,1.0,2,2,2149.0,1,365,1,3,12,27,283,22,19,4,4.91,4.95,4.86,4.91,4.86,4.86,4.91,1,65,65,0,0,1.09,2239,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,0,17.0,25.0,1,1,13.735795390354786,100.55676425767923,Entire home/apt,2,1.0,1,1,3117.0,3,365,1,12,22,52,52,58,26,1,4.67,4.64,4.55,4.91,4.9,4.72,4.64,1,10,8,1,0,2.78,2543,1,bath,12,1,0,0,0,0,1,0,0,0,0,0
100,96,0,23.0,25.0,1,1,13.73065,100.5695,Entire home/apt,6,2.0,2,2,8564.0,2,365,1,4,11,21,111,57,41,2,4.91,4.91,4.86,4.95,4.93,4.96,4.72,0,6,6,0,0,2.73,3056,1,baths,50,1,0,0,0,0,0,1,0,0,0,0
100,98,0,1.0,1.0,1,1,13.754434,100.5005866,Entire home/apt,4,1.0,1,2,1820.0,1,90,1,7,21,46,227,75,35,2,4.51,4.52,4.69,4.63,4.79,4.4,4.44,0,1,1,0,0,3.63,786,1,bath,33,1,0,0,0,0,1,0,0,0,0,0
100,100,1,13.0,24.0,1,1,13.74268,100.55758,Entire home/apt,2,1.0,1,1,1550.0,1,365,1,7,22,49,139,60,35,5,4.83,4.85,4.9,4.9,4.98,4.75,4.75,1,13,13,0,0,2.86,2413,1,bath,21,1,0,0,0,0,1,0,0,0,0,0
75,51,0,628.0,642.0,1,1,13.758846775449967,100.4939465472466,Private room,2,1.0,1,1,1390.0,1,365,1,24,54,84,359,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,79,7,72,0,0.05,3696,3,shared bath,4,0,0,1,0,0,0,0,0,0,1,0
97,84,1,6.0,7.0,1,1,13.7381497,100.5669474,Private room,4,2.0,2,2,9214.0,1,365,1,14,37,67,342,49,29,1,4.94,4.94,4.88,4.94,4.84,4.84,4.78,0,6,0,6,0,2.34,921,3,baths,46,0,0,1,0,0,0,1,0,0,0,0
100,100,1,2.0,2.0,1,1,13.769631669437386,100.5699654661372,Entire home/apt,9,2.0,3,6,13643.0,1,1125,1,6,26,51,305,34,16,0,4.79,4.76,4.91,4.74,4.94,4.65,4.85,1,1,1,0,0,1.63,792,1,baths,51,1,0,0,0,0,0,1,0,0,0,0
100,100,0,4.0,4.0,1,1,13.740419317280097,100.5569118231315,Entire home/apt,2,1.0,1,1,1371.0,30,1125,1,2,2,30,305,10,4,0,4.3,5.0,4.4,4.7,4.5,5.0,4.3,0,4,4,0,0,0.49,3534,1,bath,12,1,0,0,0,0,1,0,0,0,0,0
100,100,0,7.0,10.0,1,1,13.79116992513684,100.57627681004858,Entire home/apt,13,3.0,4,7,4300.0,2,365,1,11,30,60,151,50,19,2,4.54,4.64,4.52,4.8,4.74,4.56,4.78,1,3,2,1,0,2.35,2337,1,baths,20,1,0,0,0,0,0,1,0,0,0,0
100,100,1,13.0,24.0,1,1,13.74170429911725,100.55755761381032,Entire home/apt,2,1.0,1,1,1550.0,1,365,1,8,19,49,139,46,29,3,4.8,4.78,4.83,4.96,4.98,4.65,4.78,1,13,13,0,0,2.34,2413,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
100,100,1,13.0,24.0,1,1,13.744296517689316,100.55562388183898,Entire home/apt,2,1.0,1,1,1550.0,1,365,1,3,17,24,114,53,32,3,4.83,4.79,4.92,4.81,4.96,4.79,4.77,1,13,13,0,0,2.56,2413,1,bath,26,1,0,0,0,0,1,0,0,0,0,0
100,99,0,123.0,133.0,1,1,13.743861664747,100.55540419256212,Entire home/apt,4,2.0,2,2,3593.0,5,365,1,5,11,41,131,12,3,1,4.42,4.5,4.75,4.83,4.92,4.83,4.42,1,123,123,0,0,0.58,824,1,baths,48,1,0,0,0,0,0,1,0,0,0,0
100,100,1,13.0,24.0,1,1,13.74436860953871,100.55589997034694,Entire home/apt,2,1.0,1,1,1550.0,1,365,1,2,14,23,106,64,49,2,4.92,4.89,4.97,4.92,4.98,4.78,4.81,1,13,13,0,0,3.09,2413,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
100,100,1,13.0,24.0,1,1,13.741430986512402,100.55767064289816,Entire home/apt,2,1.0,1,1,1550.0,1,365,1,5,27,57,147,53,34,4,4.7,4.81,4.79,4.89,4.91,4.64,4.64,1,13,13,0,0,2.62,2413,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
97,84,1,6.0,7.0,1,1,13.738651638950689,100.56589826334252,Private room,4,2.0,2,2,10357.0,1,365,1,18,44,74,349,15,5,0,4.6,4.6,4.67,4.8,4.67,4.67,4.33,0,6,0,6,0,0.71,921,3,baths,46,0,0,1,0,0,0,1,0,0,0,0
100,99,1,16.0,32.0,1,1,13.74895,100.56309,Entire home/apt,2,1.0,1,0,2121.0,2,365,1,3,15,29,289,66,9,2,4.82,4.85,4.77,4.88,4.83,4.91,4.82,1,16,16,0,0,3.12,810,1,bath,25,1,0,0,0,0,1,0,0,0,0,0
100,100,0,78.0,102.0,1,1,13.738121774844812,100.56739052840771,Entire home/apt,5,2.0,2,3,5965.0,2,365,1,26,47,77,78,26,15,0,4.65,4.62,4.46,4.58,4.92,4.62,4.5,1,77,77,0,0,1.25,2005,1,baths,26,1,0,0,0,0,0,1,0,0,0,0
100,100,0,78.0,102.0,1,1,13.73851076199783,100.56758984394595,Entire home/apt,5,2.0,2,3,4758.0,2,365,1,8,14,36,36,25,17,1,4.76,4.88,4.68,4.68,4.88,4.84,4.76,1,77,77,0,0,1.2,2005,1,baths,27,1,0,0,0,0,0,1,0,0,0,0
100,100,1,9.0,10.0,1,1,13.77895579944799,100.52110891436276,Entire home/apt,2,1.0,1,1,1500.0,1,365,1,10,32,60,330,8,7,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,3,1,2,0,0.44,4471,1,bath,6,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1.0,2.0,1,1,13.88011,100.59696,Private room,2,2.5,1,1,1200.0,1,365,1,24,42,72,347,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.06,1789,72,shared baths,25,0,0,1,0,0,0,0,0,0,0,1
100,100,1,41.0,41.0,1,1,13.771772917830434,100.57213520026006,Entire home/apt,2,1.0,1,1,779.0,2,365,1,11,41,71,346,8,3,0,4.75,4.88,4.75,4.75,4.75,4.5,4.75,1,38,38,0,0,0.39,2623,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,1,12.0,14.0,1,1,13.73232,100.47005,Private room,2,1.0,1,1,1786.0,4,365,1,23,48,78,168,12,6,2,5.0,5.0,4.92,4.83,5.0,5.0,5.0,1,6,1,5,0,0.6,4302,1,private bath,37,0,0,1,0,0,0,0,0,1,0,0
100,100,1,13.0,24.0,1,1,13.741942296833631,100.55707172043708,Entire home/apt,2,1.0,1,1,1550.0,1,365,1,5,27,43,133,43,26,1,4.58,4.67,4.72,4.72,4.93,4.67,4.58,1,13,13,0,0,2.05,2413,1,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,100,0,94.0,96.0,1,1,13.7599493,100.4928178,Entire home/apt,4,1.0,1,5,3584.0,1,365,1,17,39,61,242,80,41,2,4.84,4.8,4.9,4.94,4.95,4.89,4.86,1,11,11,0,0,3.81,956,1,bath,24,1,0,0,0,0,1,0,0,0,0,0
100,94,0,4.0,5.0,1,1,13.722466045189108,100.5077828797623,Private room,4,1.0,1,4,2329.0,1,1125,1,0,0,0,5,5,4,0,5.0,5.0,4.8,5.0,5.0,5.0,4.8,0,4,0,4,0,0.28,3603,3,private bath,43,0,0,1,0,0,0,0,0,1,0,0
100,67,0,1.0,5.0,1,1,13.72912,100.51052,Entire home/apt,2,1.0,1,1,5471.0,10,365,1,11,17,47,47,4,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.21,3306,3,bath,43,1,0,0,0,0,1,0,0,0,0,0
97,94,1,13.0,16.0,1,1,13.7063214,100.5989363,Entire home/apt,2,1.5,1,1,891.0,28,180,1,15,15,15,82,31,5,1,4.71,4.71,4.58,4.9,5.0,4.55,4.74,0,13,2,11,0,1.48,2775,1,baths,55,1,0,0,0,0,0,1,0,0,0,0
97,94,1,13.0,16.0,1,1,13.73762476179694,100.56308057159184,Private room,2,2.5,1,1,1297.0,1,365,1,9,39,69,344,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,13,2,11,0,0.25,2775,1,baths,37,0,0,1,0,0,0,1,0,0,0,0
100,100,1,41.0,41.0,1,1,13.77144,100.57204,Entire home/apt,2,1.0,1,1,779.0,2,365,1,1,1,1,1,24,13,1,4.92,5.0,4.96,4.92,4.96,4.67,4.79,1,38,38,0,0,1.14,2623,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,0,88.0,153.0,1,1,13.7859572,100.4977561,Entire home/apt,2,1.0,1,1,1300.0,25,365,1,1,12,41,316,12,10,1,4.5,4.5,4.58,4.0,4.5,4.33,4.42,1,70,70,0,0,0.63,1996,1,bath,36,1,0,0,0,0,1,0,0,0,0,0
72,100,0,234.0,404.0,1,1,13.752572472440846,100.53184407236576,Private room,2,1.0,1,2,1325.0,1,365,1,4,11,31,302,6,3,0,4.33,4.33,4.67,4.67,4.5,4.83,4.67,1,23,1,22,0,0.35,1922,1,shared bath,11,0,0,1,0,0,0,0,0,0,1,0
100,100,1,21.0,23.0,1,0,13.797934215704004,100.55461018850042,Entire home/apt,12,4.0,4,6,9009.0,1,365,1,11,25,32,245,47,25,2,4.85,4.7,4.81,4.91,4.74,4.79,4.79,1,7,7,0,0,2.51,2932,1,baths,37,1,0,0,0,0,0,1,0,0,0,0
100,99,1,10.0,13.0,1,1,13.7367209,100.5850319,Entire home/apt,15,7.0,7,9,15286.0,1,365,1,2,6,15,277,25,14,1,5.0,4.96,4.92,4.92,4.96,4.92,4.92,0,10,1,9,0,1.36,3915,1,baths,31,1,0,0,0,0,0,1,0,0,0,0
100,100,0,88.0,153.0,1,1,13.71784,100.58413,Entire home/apt,2,1.0,1,1,3266.0,1,180,1,25,55,85,360,291,229,7,4.7,4.7,4.67,4.57,4.81,4.77,4.62,1,70,70,0,0,14.08,1996,1,bath,36,1,0,0,0,0,1,0,0,0,0,0
100,96,0,36.0,66.0,1,1,13.736883605220214,100.64348033598868,Entire home/apt,3,1.0,1,1,2656.0,1,1125,1,2,2,21,296,9,2,0,3.89,4.22,4.0,4.44,4.44,4.33,3.89,1,34,34,0,0,0.43,2164,1,bath,10,1,0,0,0,0,1,0,0,0,0,0
100,100,0,3.0,3.0,1,1,13.693245,100.6094842,Entire home/apt,8,1.5,2,4,2000.0,2,30,1,9,33,63,338,34,18,3,4.71,4.68,4.68,4.76,4.82,4.41,4.76,1,3,3,0,0,1.71,836,1,baths,42,1,0,0,0,0,0,1,0,0,0,0
100,95,0,13.0,15.0,1,1,13.685102346527286,100.60477242263256,Entire home/apt,3,1.0,1,2,2143.0,2,365,1,2,32,62,337,7,3,0,5.0,5.0,4.86,5.0,5.0,4.71,4.71,0,1,1,0,0,0.35,4239,3,bath,40,1,0,0,0,0,1,0,0,0,0,0
100,100,1,8.0,10.0,1,1,13.71609,100.51734,Entire home/apt,2,1.5,1,1,1220.0,29,730,1,0,0,10,285,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,6,6,0,0,0.2,3528,1,baths,53,1,0,0,0,0,0,1,0,0,0,0
10,77,0,20.0,20.0,1,1,13.77135483546643,100.57982224971056,Entire home/apt,2,1.0,1,1,869.0,28,365,1,30,60,90,365,2,0,0,3.5,3.5,4.0,5.0,4.5,4.0,2.5,0,20,8,12,0,0.1,2376,72,bath,19,1,0,0,0,0,1,0,0,0,0,0
100,73,0,146.0,154.0,1,1,13.755087124284064,100.56746574275203,Entire home/apt,2,1.5,1,1,2071.0,7,365,1,8,33,63,338,10,3,0,4.9,4.8,4.9,5.0,5.0,4.8,4.8,0,138,138,0,0,0.49,2370,1,baths,36,1,0,0,0,0,0,1,0,0,0,0
100,88,0,35.0,44.0,1,1,13.74451,100.47763,Private room,2,1.0,1,1,1871.0,2,365,1,29,59,89,364,6,1,0,5.0,5.0,4.83,5.0,5.0,4.83,5.0,0,24,20,4,0,0.29,4380,1,private bath,11,0,0,1,0,0,0,0,0,1,0,0
100,100,1,12.0,14.0,1,1,13.73224,100.46868,Private room,2,1.0,1,1,1786.0,4,365,1,1,31,61,151,19,10,1,4.89,4.95,4.74,5.0,5.0,4.74,4.79,1,6,1,5,0,0.94,4302,1,private bath,42,0,0,1,0,0,0,0,0,1,0,0
100,96,1,10.0,14.0,1,1,13.739514192650391,100.55954596218248,Entire home/apt,2,1.0,1,1,4343.0,1,1125,1,16,43,66,341,54,28,1,5.0,5.0,4.94,4.98,4.96,4.98,4.87,0,10,10,0,0,2.68,789,1,bath,57,1,0,0,0,0,1,0,0,0,0,0
100,100,1,3.0,3.0,1,1,13.7215718442374,100.50141993910074,Entire home/apt,3,2.0,2,2,3100.0,15,700,1,1,1,28,28,4,2,0,5.0,5.0,4.75,5.0,5.0,4.75,4.75,0,3,3,0,0,0.23,4268,1,baths,37,1,0,0,0,0,0,1,0,0,0,0
100,89,0,5.0,6.0,1,1,13.704572893589816,100.6018690019846,Entire home/apt,2,1.5,1,1,1257.0,21,90,1,2,32,62,152,10,5,0,4.8,5.0,5.0,5.0,4.9,4.9,4.6,0,3,3,0,0,0.5,1351,1,baths,49,1,0,0,0,0,0,1,0,0,0,0
100,100,0,237.0,267.0,1,1,13.74406,100.55741,Entire home/apt,6,2.0,2,3,5491.0,5,365,1,21,41,71,161,7,6,1,4.71,5.0,4.86,4.86,5.0,4.71,4.86,1,58,58,0,0,0.34,3363,1,baths,47,1,0,0,0,0,0,1,0,0,0,0
100,97,1,1.0,1.0,1,1,13.75061877453136,100.51282542731546,Entire home/apt,6,2.5,3,4,1993.0,2,360,1,0,0,0,264,35,21,1,4.94,4.97,4.89,4.91,4.97,4.71,4.91,0,1,1,0,0,1.69,865,1,baths,23,1,0,0,0,0,0,1,0,0,0,0
100,100,0,74.0,108.0,1,1,13.74981786890234,100.55668643250912,Entire home/apt,4,1.0,2,2,3600.0,28,365,1,19,49,79,354,55,24,0,4.69,4.71,4.87,4.73,4.84,4.78,4.71,1,74,74,0,0,2.64,2909,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
100,96,1,7.0,7.0,1,1,13.7155669,100.520717,Entire home/apt,10,2.0,3,6,1569.0,1,730,1,16,40,67,158,19,16,0,4.58,4.79,4.79,4.58,4.95,4.79,4.89,0,6,4,2,0,0.91,953,1,baths,20,1,0,0,0,0,0,1,0,0,0,0
80,82,0,6.0,15.0,1,1,13.785300258822184,100.49874068881184,Entire home/apt,2,1.0,1,1,600.0,28,365,1,1,7,37,271,2,1,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,0,6,5,0,0,0.15,3259,3,bath,15,1,0,0,0,0,1,0,0,0,0,0
100,96,1,1.0,1.0,1,1,13.789502639728166,100.54883158067324,Entire home/apt,15,1.0,4,10,9257.0,1,365,1,14,31,55,330,38,25,2,4.84,4.89,4.84,4.97,5.0,4.66,4.84,0,1,1,0,0,2.13,778,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,99,0,74.0,132.0,1,1,13.7165609,100.5850118,Entire home/apt,2,1.0,1,1,3514.0,1,180,1,25,55,85,360,16,6,1,4.75,4.81,4.69,4.88,4.94,4.94,4.63,1,60,59,0,1,0.77,1900,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,36,0,1.0,2.0,1,1,13.73154,100.57448,Entire home/apt,4,2.0,2,2,2322.0,3,365,1,0,0,25,300,4,1,0,5.0,5.0,4.5,5.0,5.0,4.75,5.0,0,1,1,0,0,0.25,4525,24,baths,50,1,0,0,0,0,0,1,0,0,0,0
99,70,1,28.0,30.0,1,1,13.69618,100.60316,Entire home/apt,2,1.0,1,1,850.0,28,365,1,5,28,58,333,10,8,1,5.0,4.9,4.7,5.0,5.0,4.9,4.9,0,28,28,0,0,0.5,2659,1,bath,32,1,0,0,0,0,1,0,0,0,0,0
100,100,1,3.0,3.0,1,1,13.750104793369124,100.49953575353403,Entire home/apt,8,2.0,3,7,3446.0,1,365,1,12,29,57,238,85,58,3,4.53,4.55,4.49,4.69,4.81,4.48,4.56,1,3,3,0,0,4.1,935,1,baths,45,1,0,0,0,0,0,1,0,0,0,0
69,97,1,3.0,3.0,1,1,13.8062864,100.5809318,Private room,2,1.0,0,2,1833.0,1,365,1,23,53,83,358,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,3,0,3,0,1.54,778,1,private bath,31,0,0,1,0,0,0,0,0,1,0,0
100,100,1,3.0,3.0,1,1,13.713888786776083,100.5139769404665,Entire home/apt,2,1.0,1,2,1325.0,1,365,1,10,26,56,147,103,69,7,4.86,4.89,4.75,4.88,4.95,4.68,4.89,1,3,3,0,0,4.97,3385,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,71,0,4.0,4.0,1,1,13.6874507,100.6031392,Entire home/apt,12,5.0,4,5,11186.0,1,365,1,12,26,53,139,18,5,1,4.39,4.39,4.61,4.56,4.61,4.33,4.33,0,1,1,0,0,0.87,784,1,baths,47,1,0,0,0,0,0,1,0,0,0,0
94,99,0,41.0,41.0,1,1,13.71047,100.5194,Entire home/apt,2,1.0,1,1,1800.0,1,365,1,18,44,74,349,10,7,1,4.6,4.7,4.7,4.7,5.0,4.6,4.7,1,41,41,0,0,0.48,1993,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
100,100,0,9.0,14.0,1,1,13.8071,100.53623,Private room,2,1.0,1,1,420.0,2,15,1,21,51,81,350,5,3,1,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0,1,0,1,0,0.25,3548,1,private bath,25,0,0,1,0,0,0,0,0,1,0,0
100,0,0,1.0,1.0,1,1,13.806250919788829,100.57515132381938,Entire home/apt,2,1.0,1,1,720.0,6,365,1,0,0,0,178,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.14,2661,24,bath,16,1,0,0,0,0,1,0,0,0,0,0
100,100,0,74.0,108.0,1,1,13.750981288971635,100.55613779005778,Entire home/apt,2,1.0,1,1,2329.0,28,365,1,7,11,41,316,32,11,2,4.75,4.78,4.72,4.69,4.91,4.72,4.69,1,74,74,0,0,1.56,2909,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
100,98,1,12.0,15.0,1,1,13.74449918817948,100.55782024270626,Entire home/apt,2,1.5,0,1,1399.0,18,90,1,0,19,49,49,5,3,0,5.0,4.8,4.8,5.0,5.0,5.0,5.0,1,8,8,0,0,0.25,2679,1,baths,43,1,0,0,0,0,0,1,0,0,0,0
100,100,0,74.0,108.0,1,1,13.749127603982062,100.55504423428236,Entire home/apt,4,1.0,1,1,2500.0,28,365,1,22,46,76,167,45,34,1,4.76,4.8,4.8,4.8,4.87,4.87,4.69,1,74,74,0,0,2.16,2909,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,100,0,74.0,108.0,1,1,13.760388795408906,100.56846943141724,Entire home/apt,6,2.0,2,3,7440.0,1,365,1,11,36,66,156,76,32,3,4.79,4.72,4.72,4.79,4.84,4.83,4.72,1,74,74,0,0,3.67,2909,1,baths,18,1,0,0,0,0,0,1,0,0,0,0
98,98,1,4.0,4.0,1,1,13.769418923750514,100.58286410144952,Entire home/apt,2,1.0,0,1,990.0,1,365,1,21,51,81,356,28,13,1,4.86,4.89,4.86,4.89,4.89,4.57,4.86,1,4,1,3,0,1.38,3254,1,bath,10,1,0,0,0,0,1,0,0,0,0,0
100,99,0,79.0,84.0,1,1,13.7107766810193,100.5198909714818,Entire home/apt,4,2.0,2,2,1888.0,1,365,1,22,51,81,356,37,18,1,4.35,4.46,4.22,4.32,4.62,4.24,4.41,1,76,73,3,0,1.81,2878,1,baths,32,1,0,0,0,0,0,1,0,0,0,0
100,100,0,1.0,1.0,1,1,13.75810658646825,100.47067759281254,Entire home/apt,2,1.0,1,1,1050.0,5,366,1,27,57,87,341,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.18,3570,3,bath,17,1,0,0,0,0,1,0,0,0,0,0
90,98,0,5.0,6.0,1,1,13.7381497,100.5669474,Private room,2,1.0,1,1,5200.0,1,365,1,16,37,64,339,1,0,0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,0,1,0,1,0,0.05,3613,1,private bath,50,0,0,1,0,0,0,0,0,1,0,0
100,99,0,14.0,39.0,1,1,13.71190349165787,100.5804539802348,Entire home/apt,2,1.0,1,1,1522.0,25,180,1,1,2,2,241,9,5,0,4.67,4.56,4.78,4.67,4.89,4.56,4.44,1,12,12,0,0,0.46,4144,1,bath,14,1,0,0,0,0,1,0,0,0,0,0
100,100,1,7.0,7.0,1,1,13.849337466134182,100.56021239498878,Entire home/apt,2,1.0,0,1,749.0,2,30,1,2,20,50,325,71,40,0,4.85,4.93,4.86,4.87,4.87,4.42,4.77,1,2,2,0,0,3.39,3301,1,bath,39,1,0,0,0,0,1,0,0,0,0,0
100,98,0,83.0,85.0,1,1,13.754649758022468,100.56809961353208,Entire home/apt,2,1.0,1,1,1700.0,25,365,1,6,36,66,341,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,49,49,0,0,0.05,2755,1,bath,36,1,0,0,0,0,1,0,0,0,0,0
98,99,1,14.0,14.0,1,0,13.73946,100.59167,Private room,2,1.0,1,1,550.0,1,365,1,23,53,83,358,11,7,0,4.82,4.82,4.45,4.91,4.91,4.64,4.82,0,14,1,13,0,0.57,3607,1,private bath,23,0,0,1,0,0,0,0,0,1,0,0
